id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38835146,"TRANQUIL & ECO-FRIENDLY, 2 BR @ORCHARD",156409670,Tia,Central Region,Tanglin,1.3124,103.82537,Entire home/apt,500,92,0,,,190,364,0,
38837741,"TRANQUIL & ECO-FRIENDLY, 2 BR @ORCHARD",138649185,Fiona,Central Region,Tanglin,1.31405,103.82495,Entire home/apt,495,92,0,,,223,364,0,
38862445,2br Luxe Orchard Long Term,145021703,Jo,Central Region,Orchard,1.30397,103.83717,Entire home/apt,356,3,8,2022-01-03,0.26,2,72,2,Authorised Serviced Apartment
38889119,3br Luxe Orchard Long Term,145021703,Jo,Central Region,Newton,1.30495,103.83528,Entire home/apt,528,3,5,2022-03-06,0.17,2,89,1,Authorised Serviced Apartment
38910295,"24hr self-checkin Queenbed *RmC, 5min city center",201775246,Hillary,Central Region,Kallang,1.31068,103.86118,Private room,49,92,1,2019-11-01,0.03,38,86,0,
38911774,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31189,103.86001,Entire home/apt,129,92,0,,,138,0,0,
38912342,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31246,103.85964,Entire home/apt,136,92,0,,,138,0,0,
38914093,Superior Twin Room- W/O Window,292133113,Rest Bugis,Central Region,Rochor,1.3045,103.85812,Hotel room,87,1,1,2020-01-26,0.04,10,90,0,S0430
38915453,"TRANQUIL & ECO-FRIENDLY, FAMILY 2 BR @ORCHARD",138649185,Fiona,Central Region,Tanglin,1.31237,103.82479,Entire home/apt,500,92,0,,,223,364,0,
38915787,"TRANQUIL & ECO-FRIENDLY, FAMILY 2 BR @ORCHARD",156409670,Tia,Central Region,Tanglin,1.31391,103.82689,Entire home/apt,425,92,0,,,190,364,0,
38916143,Superior Twin Room,292133113,Rest Bugis,Central Region,Rochor,1.30342,103.85841,Hotel room,104,1,9,2021-04-19,0.34,10,91,2,S0430
38935611,1960s singlebed Rm2 @ lavender bugis.,8948251,Joey,Central Region,Kallang,1.3119,103.86136,Private room,49,92,3,2021-01-31,0.18,63,86,0,
38939902,Superior Queen W/O Window,292133113,Rest Bugis,Central Region,Rochor,1.30488,103.85845,Hotel room,93,1,1,2020-03-23,0.04,10,88,0,S0430
38965851,Condo Master Bedroom 150m f. Downtown MRT Station,20715591,Clem,Central Region,Downtown Core,1.28956,103.85074,Private room,156,92,6,2021-12-31,0.21,1,365,1,
38986386,Deluxe Skylight,292133113,Rest Bugis,Central Region,Rochor,1.30329,103.85847,Hotel room,136,1,3,2020-03-11,0.11,10,95,0,S0430
38986709,Superior Double Room,292133113,Rest Bugis,Central Region,Rochor,1.30442,103.85835,Hotel room,107,1,8,2022-02-13,0.30,10,89,3,S0430
38987390,Deluxe Twin Room,292133113,Rest Bugis,Central Region,Rochor,1.30303,103.85958,Private room,115,1,0,,,10,95,0,S0430
39009057,Luxury Condo on the East Coast of Singapore.,243536510,Conrad,Central Region,Marine Parade,1.29642,103.8903,Entire home/apt,129,92,5,2022-01-24,0.17,1,87,1,
39014250,Deluxe Double Room,292133113,Rest Bugis,Central Region,Rochor,1.30456,103.85851,Hotel room,118,1,1,2022-02-16,0.73,10,94,1,S0430
39014610,Family Room,292133113,Rest Bugis,Central Region,Rochor,1.30457,103.86025,Hotel room,180,1,2,2021-11-01,0.13,10,93,1,S0430
39062013,City Center 3mins to MRT Cosy room/High floor,299393616,Amy,Central Region,Kallang,1.31688,103.86045,Private room,86,92,2,2019-11-24,0.07,2,364,0,
39063539,Fully furnished 1BR apt 5mins to Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27429,103.84513,Entire home/apt,169,92,0,,,138,0,0,
39091992,"2BR Up to 6pax Prime location, near CBD/Food/MRT",279311966,Jean,Central Region,Outram,1.28367,103.84555,Entire home/apt,258,6,22,2021-12-08,0.94,18,5,4,Authorised Serviced Apartment
39095087,CityCenter 3mins to Mrt/High floor/quiet/cosy room,299393616,Amy,Central Region,Kallang,1.31713,103.86046,Private room,86,92,0,,,2,365,0,
39115031,"24hr self-checkin QueenBed *RmK, 5min city center",201775246,Hillary,Central Region,Kallang,1.31158,103.8609,Private room,49,92,1,2019-11-15,0.03,38,86,0,
39119402,1-Bedroom Executive Suite,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29986,103.86123,Entire home/apt,615,1,0,,,3,241,0,M0066
39119415,1-Bedroom Premium Suite,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29914,103.86103,Entire home/apt,689,1,0,,,3,249,0,M0066
39158146,绿和园,129356836,Lu,West Region,Jurong East,1.33358,103.73832,Private room,65,92,2,2019-12-17,0.07,1,365,0,
39212348,LUXURIOUS FAMILY FRIENDLY 2-BEDROOM @BALESTIER,138649185,Fiona,Central Region,Novena,1.32204,103.85153,Entire home/apt,450,92,0,,,223,364,0,
39212874,Studio Queen at Outram Park near Sentosa (1),101145755,Yulie,Central Region,Bukit Merah,1.27222,103.83564,Entire home/apt,173,6,4,2021-09-05,0.16,13,0,1,Authorised Serviced Apartment
39214180,LUXURIOUS FAMILY FRIENDLY 2-BEDROOM @BALESTIER,156409670,Tia,Central Region,Novena,1.31989,103.85361,Entire home/apt,440,92,0,,,190,364,0,
39244281,"Cozy, Quite, Ensuite Bathroom+Housekeep+Laundry",28954164,Michelle,North Region,Woodlands,1.44359,103.7943,Private room,46,180,2,2020-04-04,0.07,3,364,0,
39281565,One bedroom apartment near Kovan Mrt Station,188697237,Mark,North-East Region,Hougang,1.35855,103.88282,Entire home/apt,80,92,2,2021-10-26,0.09,1,80,1,
39293936,"Private lift, jacuzzi steam bath, kitchen & train",263039672,Joyce,Central Region,Bishan,1.35789,103.82738,Entire home/apt,103,93,8,2022-01-31,0.31,1,207,4,
39309022,"City center room 
Mrt on doorstep",11390076,Tryston,Central Region,Rochor,1.29838,103.85072,Private room,75,92,2,2019-12-06,0.07,10,268,0,
39326791,1 Dover Road,48307592,Julie,Central Region,Queenstown,1.30275,103.7841,Private room,35,180,0,,,7,264,0,
39338786,Hmlet Cantonment - The Large,287240181,Hmlet Cantonment,Central Region,Bukit Merah,1.27536,103.83988,Private room,243,6,6,2019-12-30,0.21,4,362,0,Authorised Serviced Apartment
39344757,H -  Classic 1 Bedroom Tucked Away in the City,225666624,,Central Region,Bukit Merah,1.28244,103.83161,Entire home/apt,136,92,0,,,6,0,0,
39345579,prewar doublebed Rm1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.3097,103.86076,Private room,49,92,0,,,51,86,0,
39347379,En-suite bedroom with Direct access to Mrt station,92751379,Tash,East Region,Tampines,1.34072,103.96118,Private room,70,92,0,,,1,87,0,
39349086,"MINS TO ORCHARD, 3BR IN TRANQUIL STEVENS",138649185,Fiona,Central Region,Tanglin,1.31762,103.82767,Entire home/apt,460,92,0,,,223,364,0,
39380253,Lavender QueenBed *Rm: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30959,103.86141,Private room,49,92,2,2020-04-15,0.07,83,86,0,
39401038,RIVERSIDE 3 BR FAMILY SPACE@ RQ,138649185,Fiona,Central Region,Singapore River,1.29027,103.84169,Entire home/apt,530,6,0,,,223,305,0,Authorised Serviced Apartment
39401945,RIVERSIDE 3 BEDROOM APARTMENT@ RQ,156409670,Tia,Central Region,Singapore River,1.29044,103.84097,Entire home/apt,550,6,0,,,190,364,0,Authorised Serviced Apartment
39403510,EXTRAVAGANT 2-BEDROOM APARTMENT@ANTHONY ROAD,138649185,Fiona,Central Region,Newton,1.31055,103.83819,Entire home/apt,565,92,0,,,223,364,0,
39404193,EXTRAVAGANT 2-BEDROOM APARTMENT @ANTHONY ROAD,156409670,Tia,Central Region,Newton,1.30859,103.84014,Entire home/apt,395,92,0,,,190,364,0,
39404728,EXTRAVAGANT 3-BEDROOM APARTMENT@ANTHONY ROAD,138649185,Fiona,Central Region,Newton,1.31047,103.83981,Entire home/apt,1250,92,0,,,223,364,0,
39404880,PALATIAL 2-BR SPACE @ SCOTT'S RD.,138649185,Fiona,Central Region,Orchard,1.30819,103.83488,Entire home/apt,525,92,0,,,223,364,0,
39405623,PALATIAL 3-BR SPACE @ SCOTT'S RD.,138649185,Fiona,Central Region,Orchard,1.30644,103.83257,Entire home/apt,700,92,0,,,223,364,0,
39406103,PALATIAL 2-BR SPACE @ SCOTT'S RD.,156409670,Tia,Central Region,Newton,1.30596,103.83483,Entire home/apt,375,92,0,,,190,364,0,
39406586,PALATIAL 3-BR SPACE @ SCOTT'S RD.,156409670,Tia,Central Region,Orchard,1.30818,103.83461,Entire home/apt,510,92,0,,,190,364,0,
39424914,Modern Student Dorm(STUDENT PASS HOLDERS ONLY),302831055,Chang,Central Region,Queenstown,1.29432,103.80477,Private room,18,180,0,,,1,181,0,
39451138,Garden House near Botanic Garden & Holland Village,41383223,Patrick,Central Region,Bukit Timah,1.31573,103.80362,Private room,67,92,1,2020-03-29,0.04,1,0,0,
39451454,Master Room for 3 ( smoking room with balcony ),20883050,Alvin,Central Region,Geylang,1.3114,103.88156,Private room,90,92,5,2020-01-14,0.17,27,0,0,
39451764,Lavender QueenBed *RmA : 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30953,103.86042,Private room,49,92,1,2020-03-01,0.04,83,86,0,
39488323,b. Private Room @ Farrer Park  / Little India,270498230,Ananda,Central Region,Kallang,1.31592,103.85406,Private room,55,92,4,2022-01-20,0.18,9,270,2,
39589304,Deluxe Triple Room,292133113,Rest Bugis,Central Region,Rochor,1.30507,103.85975,Private room,140,1,5,2022-02-19,0.17,10,93,3,S0430
39603119,Cozy room with attached toilet,100661714,Phillip,North-East Region,Serangoon,1.3725,103.87352,Private room,150,92,3,2020-03-12,0.12,3,89,0,
39612331,Maples Suites 1BR near CBD & Chinatown,279311966,Jean,Central Region,Outram,1.28148,103.84641,Entire home/apt,258,6,18,2021-11-12,0.75,18,19,1,Authorised Serviced Apartment
39612598,"1970s singlebed Rm1, no-sharing",8948251,Joey,Central Region,Geylang,1.3147,103.88163,Private room,39,92,1,2020-11-28,0.06,63,331,0,
39617089,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31347,103.85777,Entire home/apt,136,92,0,,,138,0,0,
39638066,Lavender SingleBed RmA: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30968,103.86086,Private room,49,92,4,2021-08-29,0.14,83,86,1,
39641124,Nature Inspired Executive Studio Apt. in Novena,267763952,Yee,Central Region,Novena,1.31781,103.84667,Entire home/apt,179,6,4,2021-12-28,0.19,4,0,3,Authorised Serviced Apartment
39641335,Nature Inspired Studio Twin Apt. in Novena,267763952,Yee,Central Region,Novena,1.31754,103.84687,Entire home/apt,169,6,0,,,4,0,0,Authorised Serviced Apartment
39641470,Nature Inspired 1 Bedroom Apartment in Novena,267763952,Yee,Central Region,Novena,1.31801,103.84881,Entire home/apt,189,6,3,2022-01-04,0.64,4,0,3,Authorised Serviced Apartment
39641568,Nature Inspired Premier 1BR Apartment in Novena,267763952,Yee,Central Region,Novena,1.31932,103.84659,Entire home/apt,258,6,60,2022-01-09,2.09,4,0,30,Authorised Serviced Apartment
39653480,prewar singlebed Rm1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.3109,103.86021,Private room,49,92,0,,,51,86,0,
39655270,Superior 2BR Apartment in Farrer Park MRT,66406177,Jay,Central Region,Kallang,1.31386,103.85931,Entire home/apt,165,92,1,2020-01-31,0.04,138,0,0,
39657837,Spacious 1-bedroom in the heart of the city,1563123,Caroline,Central Region,Downtown Core,1.27316,103.84638,Entire home/apt,180,92,3,2020-01-01,0.10,1,86,0,
39679521,Long term leasing(6 months above) in Yishun Area,65982503,Wei,North Region,Yishun,1.4156,103.84413,Private room,30,92,1,2019-11-13,0.03,2,33,0,
39689162,All-new fully furnished Loft Studio in CBD w MRT,13468566,Andy,Central Region,Bukit Merah,1.2758,103.84006,Entire home/apt,200,6,6,2022-03-11,0.22,6,360,5,Authorised Serviced Apartment
39692652,Cozy Studio 10 mins to Aljunied MRT,23722617,Alex,Central Region,Geylang,1.31579,103.88799,Entire home/apt,68,92,2,2020-03-31,0.07,76,90,0,
39716810,"1BR w/ Kitchen near CBD & Ann Siang Hill, MRT",279311966,Jean,Central Region,Outram,1.28204,103.84668,Entire home/apt,258,6,11,2020-08-06,0.48,18,15,0,Authorised Serviced Apartment
39732502,Cozy room/Changi rise condo /Changi airport,25672695,Jane,East Region,Tampines,1.3481,103.9596,Private room,80,92,1,2020-01-08,0.04,1,0,0,
39736543,Glamping By The Sea,305421334,Wondrous,East Region,Bedok,1.30454,103.92601,Private room,160,1,1,2020-01-01,0.04,1,88,0,Authorised Serviced Apartment
39741652,Condo Master room 3 minute walk to Jurong east MRT,304204019,Jack,West Region,Jurong East,1.33637,103.74151,Private room,120,5,0,,,3,133,0,Authorised Serviced Apartment
39759499,3 Room HDB for rental at Serangoon Ave 2,305617112,Sujesh,North-East Region,Serangoon,1.35357,103.86585,Entire home/apt,1800,92,0,,,1,365,0,
39804543,Standard Room @ Evergreen,20883050,Alvin,Central Region,Geylang,1.31208,103.8831,Private room,64,92,1,2020-02-15,0.04,27,0,0,
39811470,Spacious room to rent (city living Singapore),226861436,Mya The,Central Region,Rochor,1.3014,103.84833,Private room,1200,92,0,,,1,91,0,
39822559,1960s Queenbed RmKh @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30965,103.86186,Private room,49,92,1,2021-03-01,0.08,63,86,0,
39824181,room for rental,109545738,Cheng,Central Region,Queenstown,1.29232,103.76172,Entire home/apt,280,92,4,2020-01-01,0.14,1,365,0,
39862777,Unit is delisted,34397948,Le & Aren,West Region,Bukit Batok,1.36064,103.75069,Private room,80,92,0,,,2,121,0,
39885622,Studio facing the Golf course,70645508,Basanth,East Region,Bedok,1.32025,103.95725,Entire home/apt,90,92,0,,,1,91,0,
39952401,One Bedroom Deluxe · One Bedroom Apartment at Oakwood Studios Singapore,119530352,Oakwood Studios,Central Region,Newton,1.30696,103.83596,Entire home/apt,459,1,0,,,4,237,0,Authorised Serviced Apartment
39952459,One Bedroom Superior · One Bedroom  Superior at Oakwood Studios Singapore,119530352,Oakwood Studios,Central Region,Newton,1.30696,103.83596,Entire home/apt,439,1,0,,,4,250,0,Authorised Serviced Apartment
39952556,Deluxe Studio Apartment with King Bed,119530352,Oakwood Studios,Central Region,Newton,1.30599,103.83708,Entire home/apt,419,1,0,,,4,245,0,Authorised Serviced Apartment
40043690,MINS TO ORCHARD; CHARMING 2BR @ANDERSON RD.,138649185,Fiona,Central Region,Tanglin,1.3084,103.82597,Entire home/apt,615,92,0,,,223,364,0,
40048607,Breezing from the sea,9410772,Yangxiao,East Region,Bedok,1.31418,103.90769,Entire home/apt,220,92,4,2020-01-06,0.14,2,0,0,
40070955,EAST SIDE 2BR / SHORT WALK to KALLANG MRT,138649185,Fiona,Central Region,Geylang,1.30983,103.87611,Entire home/apt,300,92,0,,,223,364,0,
40072405,EAST SIDE 3BR / SHORT WALK to KALLANG MRT,138649185,Fiona,Central Region,Geylang,1.31047,103.87802,Entire home/apt,355,92,0,,,223,364,0,
40113996,Near orchard pretty bed room,191309433,Zoe,Central Region,Kallang,1.32744,103.86243,Private room,30,1000,0,,,7,365,0,
40120214,City-centered 1BR apartment *BRAND NEW*,66406177,Jay,Central Region,Downtown Core,1.27996,103.8464,Entire home/apt,172,92,2,2021-08-31,0.08,138,0,1,
40120307,Leisure Studio APT 5 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.2748,103.84702,Entire home/apt,125,92,4,2020-07-31,0.15,138,0,0,
40122145,Capacious 3 Bedroom Apartment at River Valley.,238891646,Neha,Central Region,River Valley,1.29452,103.83706,Entire home/apt,270,90,0,,,90,364,0,Authorised Serviced Apartment
40143731,Pribadong MasterRoom na me toilet and tub s loob,309882919,Jack,Central Region,Bukit Timah,1.32556,103.81138,Private room,35,92,1,2019-12-08,0.04,2,0,0,
40149431,"Queen Bed 

Aircon
NTUC 

Market 

MRT",176867619,Thian Yin,Central Region,Bukit Merah,1.2907,103.82812,Private room,67,92,0,,,1,180,0,
40185785,"CLOSE TO HOUGANG 1 MALL, LUSH 2BR SPACE",138649185,Fiona,North-East Region,Hougang,1.37667,103.87967,Entire home/apt,535,92,0,,,223,364,0,
40198092,"Modern Bedroom with En-Suite, Lap Pool & Kitchen",3989090,Songren,West Region,Clementi,1.3223,103.75713,Private room,118,92,15,2021-12-12,0.53,1,147,6,
40202857,Taxi orchard with in in 5 minutes sweet room,191309433,Zoe,Central Region,Kallang,1.32588,103.86234,Private room,40,1000,2,2021-05-22,0.07,7,365,1,
40211954,1960s singlebed *Rm @ lavender bugis.,8948251,Joey,Central Region,Kallang,1.31131,103.86041,Private room,49,92,1,2020-03-23,0.04,63,86,0,
40213569,市区主臥室近地铁Master room near MRT station,310302453,Derrick,Central Region,Downtown Core,1.27634,103.84507,Private room,118,92,4,2020-01-30,0.15,1,178,0,
40226189,"prewar2 singlebed *room, farrer park",97878860,Chess,Central Region,Kallang,1.31234,103.8578,Private room,59,92,2,2020-02-28,0.07,51,331,0,
40267527,Ensuite double room - Penthouse  Prime location,65960122,Alex,Central Region,River Valley,1.29746,103.84153,Private room,68,92,25,2022-01-19,0.88,3,91,13,
40267722,Cosy single room 1 - Shared Penthouse,65960122,Alex,Central Region,River Valley,1.29762,103.84157,Private room,59,92,20,2021-12-08,0.70,3,91,5,
40269661,"QUEEN BED@STUDIO SPACE, OUTRAM PARK",138649185,Fiona,Central Region,Bukit Merah,1.27317,103.83434,Entire home/apt,260,3,0,,,223,364,0,Authorised Serviced Apartment
40294463,International Service Apartments @ Raeburn Park,311294849,Joanne,Central Region,Bukit Merah,1.27368,103.83432,Entire home/apt,149,92,0,,,1,180,0,
40313848,"QUEEN BED@STUDIO SPACE, OUTRAM PARK",156409670,Tia,Central Region,Bukit Merah,1.27228,103.83394,Entire home/apt,266,3,0,,,190,364,0,Authorised Serviced Apartment
40314128,"KING BED@STUDIO SPACE, OUTRAM PARK",138649185,Fiona,Central Region,Bukit Merah,1.27386,103.83233,Entire home/apt,277,3,1,2020-01-02,0.04,223,364,0,Authorised Serviced Apartment
40314515,"KING BED@STUDIO SPACE, OUTRAM PARK",156409670,Tia,Central Region,Bukit Merah,1.27437,103.83293,Entire home/apt,271,3,0,,,190,364,0,Authorised Serviced Apartment
40315763,"23hr selfcheckin LoftBed RmAm, 5min city center",201775246,Hillary,Central Region,Kallang,1.31212,103.86349,Private room,49,92,1,2021-02-22,0.08,38,331,0,
40316461,twin bed clean and comfortable room in YewTee,267829428,Carolyn,West Region,Choa Chu Kang,1.39926,103.74614,Private room,55,5,15,2022-02-27,0.54,1,170,5,Authorised Serviced Apartment
40340084,2RM 2Bath Gorgeous View At Novena nearby Orchard,311752149,Nirvana,Central Region,Novena,1.32178,103.85141,Entire home/apt,185,92,8,2021-07-27,0.30,1,0,2,
40351507,2BR 2bath in Katong near F&B (min 3 mths),34578508,Terence,Central Region,Marine Parade,1.30674,103.89852,Entire home/apt,160,92,0,,,1,253,0,
40354419,"TWIN BED@STUDIO SPACE, OUTRAM PARK",138649185,Fiona,Central Region,Bukit Merah,1.27229,103.83286,Entire home/apt,287,3,0,,,223,364,0,Authorised Serviced Apartment
40354655,"TWIN BED@STUDIO SPACE, OUTRAM PARK",156409670,Tia,Central Region,Bukit Merah,1.27399,103.83267,Entire home/apt,287,3,0,,,190,364,0,Authorised Serviced Apartment
40363705,Private room and a shared living room,300107464,Sally,Central Region,Queenstown,1.3006,103.7971,Private room,70,92,1,2019-12-07,0.04,1,0,0,
40382084,"CLOSE TO HOUGANG 1 MALL, LUSH 2BR SPACE",156409670,Tia,North-East Region,Hougang,1.37484,103.88044,Entire home/apt,499,92,0,,,190,364,0,
40384948,Private Minimalist Stay in Landed House,80852936,Radiance,Central Region,Geylang,1.31399,103.89803,Private room,70,92,0,,,1,362,0,
40389032,Super Charming Studio Panoramic View Marina Bay,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2799,103.85316,Entire home/apt,167,92,0,,,45,365,0,
40412729,"STROLL TO QUEENSTOWN MRT, 3-BR @ CW TOWERS",138649185,Fiona,Central Region,Queenstown,1.29946,103.80116,Entire home/apt,515,4,0,,,223,332,0,Authorised Serviced Apartment
40432595,☀COSY 2BR 两房一厅 CONDOMINIUM 公寓 @ BALESTIER 马里士他,45877399,Zen,Central Region,Novena,1.32648,103.84858,Entire home/apt,198,92,0,,,47,365,0,
40433757,☀COSY 2BR 两房室 APARTMENT 套间 @ KALLANG 加冷,45877399,Zen,Central Region,Geylang,1.31014,103.87819,Entire home/apt,150,92,2,2020-02-28,0.08,47,365,0,
40435427,☀COSY 3BR 三房室 APARTMENT 套间 @ DAKOTA 达科他州,45877399,Zen,Central Region,Geylang,1.31127,103.88547,Entire home/apt,228,92,0,,,47,365,0,
40439164,"Green Luxury Home @ Orchard Road, Terrace 2BR",191500098,Vivi,Central Region,Rochor,1.30069,103.84659,Entire home/apt,458,7,32,2022-03-13,1.62,1,79,27,L65747
40453611,☀LARGE & COSY 3BR 三房室 APARTMENT 套间 @ KALLANG 加冷,45877399,Zen,Central Region,Geylang,1.31187,103.87562,Entire home/apt,198,92,5,2020-02-29,0.18,47,181,0,
40456301,(2 mins to MRT) Family Room A for 8,313008662,Chen,Central Region,Geylang,1.31648,103.88486,Private room,269,92,3,2020-02-07,0.11,6,365,0,
40457299,DOUBLE ROOM @BUONA VISTA MRT/INSEAD/ESSEX/NUS,4412979,Sue Seok Khim,Central Region,Bukit Timah,1.31804,103.77978,Private room,59,92,2,2021-02-07,0.07,1,324,0,
40457664,☀COSY 2BR 两房一厅 CONDOMINIUM 公寓 @ BALESTIER 马里士他,45877399,Zen,Central Region,Novena,1.32273,103.8518,Entire home/apt,198,92,3,2020-03-02,0.11,47,181,0,
40457889,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BOONKENG 文庆,45877399,Zen,Central Region,Kallang,1.32079,103.86538,Entire home/apt,208,92,0,,,47,181,0,
40458296,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ POTONG PASIR 波东巴西,45877399,Zen,Central Region,Kallang,1.32869,103.86372,Entire home/apt,198,92,0,,,47,365,0,
40458494,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BUGIS 武吉士,45877399,Zen,Central Region,Rochor,1.3003,103.84975,Entire home/apt,248,92,1,2020-01-05,0.04,47,271,0,
40458674,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ DHOBY GHUAT 多美歌,45877399,Zen,Central Region,Rochor,1.30161,103.84692,Entire home/apt,228,92,1,2020-01-16,0.04,47,365,0,
40478454,"NEAR TO SHAW PLAZA, 2BR@BALESTIER",138649185,Fiona,Central Region,Novena,1.32827,103.84745,Entire home/apt,280,14,0,,,223,352,0,Authorised Serviced Apartment
40479903,Looking for roommate for common room @Aljunied,247582320,Bang,Central Region,Geylang,1.31854,103.88207,Shared room,450,92,0,,,1,180,0,
40509365,Clean & tidy,160703921,KayGek,West Region,Bukit Panjang,1.36942,103.77689,Private room,136,92,0,,,2,180,0,
40514374,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BOONKENG 文庆,45877399,Zen,Central Region,Kallang,1.32179,103.86508,Entire home/apt,208,92,0,,,47,181,0,
40514546,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ NOVENA 诺维娜,45877399,Zen,Central Region,Novena,1.32651,103.84639,Entire home/apt,238,92,1,2019-12-27,0.04,47,365,0,
40516462,Huge and Cozy luxurious condo room Near MRTs.,16689899,Cindy,North Region,Woodlands,1.44418,103.80652,Private room,68,92,2,2020-01-17,0.07,1,272,0,
40517115,☀COSY 3BR 三房室 CONDOMINIUM 公寓 @ KALLANG 加冷,45877399,Zen,Central Region,Geylang,1.31258,103.87804,Entire home/apt,268,92,6,2020-02-15,0.21,47,365,0,
40543696,Deluxe 4-story Villa near MRT,179630105,Amy,Central Region,Geylang,1.31272,103.90291,Entire home/apt,407,92,4,2020-03-30,0.15,4,338,0,
40544662,☀COSY 3BR 三房室 APARTMENT 套间 @ KALLANG 加冷,45877399,Zen,Central Region,Geylang,1.31167,103.8764,Entire home/apt,200,92,2,2020-01-27,0.07,47,98,0,
40544836,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ FARRER PARK 花拉公园,45877399,Zen,Central Region,Kallang,1.3182,103.8523,Entire home/apt,208,92,0,,,47,365,0,
40551114,prewar doublebed RmP > lavender MRT,97878860,Chess,Central Region,Kallang,1.31017,103.85999,Private room,49,92,0,,,51,86,0,
40552643,(2 mins to MRT) Single Mixed Dorm A,313008662,Chen,Central Region,Geylang,1.31531,103.88457,Shared room,34,92,15,2020-03-24,0.53,6,365,0,
40567661,Chinatown@door: Queenbed Rm021 (Not for Tourist),2413412,Kaurus,Central Region,Outram,1.28313,103.84159,Private room,59,92,0,,,83,331,0,
40571374,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BALESTIER 马里士他,45877399,Zen,Central Region,Novena,1.32866,103.84302,Entire home/apt,268,92,0,,,47,365,0,
40571566,(2 mins to MRT) Family Room B for 8,313008662,Chen,Central Region,Geylang,1.31683,103.8826,Private room,269,92,1,2019-12-26,0.04,6,365,0,
40571592,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ FARRER PARK 花拉公园,45877399,Zen,Central Region,Kallang,1.31655,103.85322,Entire home/apt,208,92,0,,,47,181,0,
40595498,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BOONKENG 文庆,45877399,Zen,Central Region,Kallang,1.32194,103.8638,Entire home/apt,208,92,0,,,47,181,0,
40597192,Family Suite at Outram Park near Sentosa,101145755,Yulie,Central Region,Bukit Merah,1.27219,103.83402,Private room,210,6,1,2019-12-20,0.04,13,364,0,Authorised Serviced Apartment
40597586,Single Bed in 6-Bed Female Dormitory,212039019,Thads,Central Region,Bukit Merah,1.28432,103.83387,Shared room,34,92,0,,,8,363,0,
40599966,☀COSY 2BR 两房一厅 CONDOMINIUM 公寓 @ POTONG PASIR 波东巴西,45877399,Zen,Central Region,Kallang,1.32912,103.86541,Entire home/apt,198,92,1,2020-01-24,0.04,47,303,0,
40605925,"Perfect family 4 BR Apartment, Clementi",238891646,Neha,West Region,Clementi,1.31094,103.76303,Entire home/apt,582,3,0,,,90,361,0,Authorised Serviced Apartment
40621586,☀COSY 2BR 两房一厅 CONDOMINIUM 公寓 @ ORCHARD 乌节路,45877399,Zen,Central Region,River Valley,1.29711,103.84215,Entire home/apt,218,92,0,,,47,181,0,
40621795,☀COSY 3BR 三房一厅 CONDOMINIUM 公寓 @ BUGIS 武吉士,45877399,Zen,Central Region,Rochor,1.3008,103.8518,Entire home/apt,248,92,0,,,47,28,0,
40634584,Marina Bay Condo Apartment,4276812,David,Central Region,Downtown Core,1.28021,103.85311,Private room,200,92,0,,,1,363,0,
40641448,Studio Queen near Outram Park and Sentosa (5),101145755,Yulie,Central Region,Bukit Merah,1.27454,103.83258,Entire home/apt,174,6,6,2021-09-30,0.22,13,364,3,Authorised Serviced Apartment
40642051,prewar TiongBahru BIGwindow Queenbed *Rm near SGH,97878860,Chess,Central Region,Bukit Merah,1.28387,103.835,Private room,41,92,1,2020-01-09,0.04,51,362,0,
40642810,Studio Twin (2 Single Beds) at Outram Park (2),101145755,Yulie,Central Region,Bukit Merah,1.27292,103.83383,Entire home/apt,192,6,3,2020-02-02,0.11,13,365,0,Authorised Serviced Apartment
